Source Target Weight
262772 170305 11
262772 235788 11
40115 502339 11
40115 80336 11
214357 182005 11
244551 138750 11
244551 206858 11
2079038 292753 11
2079038 28351 11
1430565 81447 11
1430565 588518 11
1430565 199295 11
91915 251647 11
148200 441948 11
148200 198274 11
246331 86217 11
66096 167683 11
457969 39125 11
477760 477582 11
477760 480975 11
498852 53558 11
497437 482318 11
497437 477446 11
712425 106826 11
109138 30844 11
93396 53704 11
297542 396537 11
235788 111839 11
118065 359304 11
118065 112651 11
473767 206474 11
319585 120116 11
319585 239252 11
80662 393695 11
309644 133769 11
130970 359304 11
130970 112651 11
368951 133769 11
301420 92900 11
301420 1045275 11
133769 209117 11
179063 667801 11
179063 1852803 11
199907 461169 11
102989 457608 11
36850 112274 11
362146 81447 11
362146 388719 11
362146 359976 11
179974 1852803 11
239252 38 11
142296 307839 11
417517 269291 11
20559 34447 11
771160 854516 11
34363 292753 11
1410723 292753 11
1410723 1852803 11
667801 1443854 11
667801 1035774 11
405639 312715 11
97375 150266 11
97375 1071221 11
97375 1953440 11
97375 520883 11
206474 312675 11
206474 59147 11
479640 468605 11
479640 484126 11
312675 479052 11
424900 269291 11
296474 232137 11
81447 62832 11
421657 753195 11
83600 162114 11
83600 476484 11
753195 679902 11
753195 47700 11
405364 975036 11
644232 1107529 11
169957 48041 11
388719 162114 11
13269 254757 11
13269 111242 11
463516 168437 11
254757 284312 11
182469 371424 11
304385 363156 11
41598 103608 11
37159 461169 11
37159 115764 11
71834 1443854 11
71834 2224469 11
71834 1223610 11
19495 232137 11
19495 1269072 11
1443854 678740 11
292753 74015 11
292753 854516 11
1630458 1032919 11
41237 33190 11
678740 1071221 11
467219 542078 11
221055 206954 11
425826 113764 11
425826 440618 11
250237 301794 11
208943 350444 11
14799 193903 11
376894 432387 11
330088 172107 11
202586 225727 11
202586 2246 11
198289 440618 11
1477454 1380865 11
1377706 1488401 11
268109 44608 10
268109 448319 10
268109 278853 10
268109 146930 10
268109 118212 10
268109 92853 10
268109 318929 10
268109 96168 10
268109 30844 10
250291 405414 10
250291 286766 10
250291 420554 10
250291 387418 10
250291 242415 10
250291 220220 10
250291 353309 10
250291 109875 10
250291 92853 10
250291 94830 10
250291 380245 10
250291 217233 10
250291 458641 10
250291 194653 10
448319 295644 10
448319 192358 10
295644 136395 10
295644 192358 10
295644 127261 10
295644 163608 10
295644 157744 10
295644 443456 10
295644 410407 10
249351 189667 10
165445 149991 10
165445 185817 10
165445 406031 10
165445 367110 10
165445 192114 10
165445 289635 10
165445 457969 10
165445 373314 10
165445 385589 10
165445 39125 10
165445 397774 10
165445 334156 10
165445 434479 10
434359 381324 10
434359 225990 10
434359 44601 10
128262 3090 10
128262 460211 10
128262 87098 10
128262 184935 10
123951 83027 10
142582 342634 10
142582 213686 10
142582 260343 10
444562 347324 10
444562 431753 10
444562 83027 10
444562 262928 10
444562 12893 10
444562 129679 10
444562 420376 10
444562 179065 10
444562 301420 10
3090 287832 10
3090 459201 10
12852 304675 10
12852 372655 10
12852 333722 10
12852 233664 10
12852 192114 10
12852 233210 10
12852 28372 10
12852 383836 10
294668 390071 10
294668 381220 10
110898 22242 10
110898 333722 10
110898 11704 10
110898 21967 10
110898 88036 10
443456 410407 10
371959 334156 10
371959 275897 10
371959 112274 10
371959 262772 10
371959 204997 10
371959 50197 10
371959 40115 10
3199 369556 10
3199 163608 10
3199 122757 10
3199 28372 10
432674 445495 10
432674 465703 10
405164 272518 10
405164 169843 10
405164 389900 10
405164 93396 10
405164 369556 10
405164 353255 10
405164 291849 10
272518 55278 10
272518 298693 10
272518 353255 10
272518 28372 10
169843 440294 10
169843 333722 10
169843 390071 10
169843 157744 10
169843 222880 10
169843 23337 10
169843 314282 10
169843 451384 10
211092 291849 10
307171 286766 10
307171 304675 10
307171 435488 10
307171 431598 10
307171 333722 10
307171 390071 10
307171 155296 10
307171 240893 10
307171 329500 10
307171 55057 10
307171 258409 10
307171 164484 10
307171 92853 10
249638 228450 10
249638 226782 10
249638 211676 10
249638 287929 10
440294 1382883 10
440294 157744 10
440294 222880 10
440294 82628 10
192358 20904 10
192358 71777 10
192358 349930 10
192358 235788 10
192358 146930 10
192358 217233 10
192358 366315 10
192358 457969 10
192358 373314 10
192358 271355 10
192358 397774 10
163608 369261 10
163608 382466 10
163608 111839 10
163608 462828 10
163608 349930 10
163608 44601 10
163608 4523 10
163608 59365 10
163608 271355 10
163608 112274 10
163608 194415 10
163608 109138 10
180681 452480 10
180681 327152 10
180681 137387 10
180681 496435 10
180681 44601 10
180681 59365 10
180681 122757 10
180681 189092 10
286766 291849 10
266945 262772 10
266945 175501 10
256 182876 10
256 122039 10
256 245249 10
183867 122039 10
183867 133769 10
181851 307519 10
181851 309644 10
195792 209117 10
195792 368951 10
406150 373145 10
406150 318464 10
406150 645809 10
406150 336353 10
406150 43033 10
226250 103107 10
237487 213105 10
237487 62811 10
237487 251913 10
237487 3721 10
237487 262928 10
237487 259708 10
237487 448698 10
237487 311165 10
40843 294952 10
41707 66640 10
315203 298577 10
306228 196149 10
306228 251478 10
308152 1762498 10
308152 294952 10
308152 147091 10
150286 402382 10
150286 286918 10
150286 342634 10
242732 175578 10
242732 446723 10
242732 79440 10
242732 190026 10
242732 448028 10
242732 342634 10
347324 175578 10
347324 398655 10
277693 180379 10
375528 318410 10
214966 307360 10
119099 148200 10
321451 21967 10
301325 331059 10
301325 140865 10
301325 148200 10
301325 132873 10
301325 448698 10
16 82628 10
16 228450 10
16 278853 10
16 137387 10
16 271858 10
16 274898 10
16 287929 10
359327 423990 10
359327 120523 10
359327 210573 10
359327 181136 10
359327 448738 10
464750 433847 10
464750 207679 10
226055 90512 10
226055 488494 10
221082 177706 10
273946 357690 10
273946 356644 10
273946 4048 10
273946 318410 10
273946 432135 10
273946 312693 10
448720 433847 10
448720 454690 10
47833 436163 10
14308 180085 10
14308 305939 10
14308 374479 10
353255 413071 10
353255 164484 10
353255 233210 10
147091 242693 10
147091 284000 10
147091 455426 10
409056 74599 10
409056 66640 10
409056 300773 10
409056 712425 10
409056 381324 10
409056 333722 10
409056 1873 10
409056 4523 10
409056 28372 10
409056 471092 10
93696 129679 10
41599 158633 10
222880 430532 10
222880 146930 10
222880 462828 10
222880 298693 10
353309 381324 10
360811 165975 10
72423 348975 10
307519 110909 10
182876 122039 10
298510 504487 10
275897 349930 10
275897 335813 10
275897 226782 10
275897 206582 10
275897 36850 10
275897 430532 10
275897 271355 10
157744 40147 10
157744 235788 10
157744 160726 10
157744 414571 10
157744 173055 10
157744 6798 10
157744 204423 10
206582 10804 10
206582 314154 10
206582 109138 10
206582 335813 10
404907 242415 10
404907 384839 10
82628 180379 10
82628 410613 10
82628 37342 10
82628 55057 10
82628 490130 10
82628 289153 10
82628 93080 10
82628 94830 10
82628 144582 10
82628 6798 10
122757 428613 10
122757 383836 10
122757 180742 10
165975 257228 10
226782 401531 10
226782 194415 10
226782 376202 10
226782 38145 10
226782 146930 10
226782 430532 10
124821 362133 10
314282 211676 10
314282 381220 10
211676 23859 10
366315 416091 10
366315 93396 10
311008 394628 10
311008 252668 10
20904 127261 10
44608 362133 10
349282 283914 10
362133 712425 10
362133 51948 10
362133 57484 10
362133 292751 10
362133 712066 10
150435 51948 10
150435 314698 10
150435 410407 10
150435 334839 10
66640 74417 10
213947 448738 10
213947 68561 10
92954 368464 10
92954 371802 10
92954 140382 10
92954 417408 10
127261 416091 10
202348 409789 10
348007 468530 10
348007 453333 10
118212 164484 10
118212 334156 10
118212 51948 10
118212 374035 10
118212 382466 10
82801 331149 10
341561 298693 10
341561 712066 10
341561 233210 10
330469 283423 10
257228 353406 10
257228 381324 10
283423 1372630 10
283423 52351 10
283423 192114 10
422063 164484 10
422063 292751 10
417781 374035 10
417781 180742 10
417781 258409 10
83027 85648 10
83027 760271 10
83027 184935 10
462828 164792 10
462828 304957 10
428613 314698 10
428613 410407 10
428613 283914 10
428613 334839 10
428613 51948 10
314698 435488 10
314698 384839 10
314698 39125 10
314698 180742 10
314698 93080 10
57484 318929 10
57484 263813 10
57484 383836 10
57484 383934 10
57484 458641 10
57484 457969 10
57484 180742 10
164792 164484 10
164792 384839 10
164792 112274 10
413071 112274 10
413071 334156 10
348706 369556 10
348706 458855 10
414571 49572 10
453333 300857 10
453333 49053 10
453333 357690 10
453333 353181 10
453333 382061 10
453333 432135 10
453333 129679 10
2367 166484 10
2367 442933 10
2367 157247 10
2367 252668 10
2367 356644 10
2367 465703 10
2367 262928 10
355797 67095 10
355797 286671 10
355797 394628 10
33168 37054 10
191544 251913 10
191544 132873 10
177706 168856 10
177706 433847 10
177706 140382 10
22805 210573 10
22805 645809 10
318410 28372 10
318410 116368 10
318410 175952 10
318410 251481 10
164484 334156 10
164484 348342 10
164484 258409 10
307087 49572 10
10804 242415 10
10804 292751 10
10804 112274 10
10804 194653 10
10804 384839 10
28372 121809 10
28372 37342 10
28372 304957 10
28372 460309 10
28372 37159 10
28372 6798 10
103107 164234 10
103107 448738 10
103107 374479 10
168856 436163 10
423990 454690 10
289153 712066 10
292751 41002 10
292751 219992 10
292751 458641 10
292751 304957 10
334839 121809 10
334839 304957 10
39933 238481 10
7893 283914 10
51948 335813 10
51948 64073 10
51948 41002 10
51948 50191 10
51948 36850 10
171137 430532 10
283914 452058 10
283914 121809 10
283914 300770 10
283914 382466 10
283914 191609 10
283914 396253 10
283914 318929 10
283914 179358 10
374035 435488 10
374035 349930 10
374035 109138 10
374035 10967 10
374035 382466 10
374035 271355 10
374035 458855 10
233210 10967 10
233210 6798 10
233210 382466 10
49572 63899 10
49572 217233 10
49572 93080 10
49572 300770 10
49572 194653 10
298693 194415 10
298693 314154 10
298693 173055 10
298693 458641 10
349930 159172 10
159172 242415 10
159172 258409 10
159172 297823 10
159172 382466 10
55278 427915 10
55278 191609 10
55278 449094 10
55278 382466 10
55278 10967 10
55278 63899 10
55278 396253 10
55278 460309 10
712066 217233 10
712066 203093 10
712066 335813 10
342143 434479 10
342143 12893 10
342143 259708 10
173335 192404 10
173335 266854 10
173335 248398 10
381324 225990 10
263813 44601 10
410407 410613 10
410407 380245 10
67095 434479 10
67095 261404 10
67095 25614 10
179065 85648 10
360184 712425 10
118674 300857 10
118674 360965 10
118674 58281 10
118674 442933 10
118674 311873 10
118674 382795 10
118674 179063 10
259708 461022 10
454904 98521 10
454904 154056 10
454904 251913 10
454904 445495 10
454904 58281 10
454904 334398 10
454904 347640 10
454904 37054 10
454904 286671 10
331059 166484 10
331059 319530 10
331059 347640 10
331059 161459 10
265751 360965 10
132873 162011 10
132873 300977 10
132873 347640 10
202280 348211 10
202280 430532 10
203910 347640 10
238392 252668 10
238392 13104 10
58281 158633 10
58281 19111 10
44601 323159 10
141260 384791 10
222226 146587 10
146587 371802 10
225990 93396 10
434479 236752 10
19111 344662 10
300857 378704 10
382795 424263 10
98521 231285 10
98521 2042 10
116368 17077 10
154520 311919 10
154520 335767 10
158633 451384 10
68457 128870 10
76244 286671 10
15585 298 10
15585 156235 10
15585 459201 10
15585 57123 10
378704 251913 10
378704 251481 10
57755 85648 10
286671 100207 10
311919 205136 10
311919 21690 10
335767 40320 10
393466 430083 10
430083 125561 10
54572 128628 10
409750 134599 10
291668 267431 10
291668 258428 10
291668 446066 10
129480 170293 10
267431 138409 10
258428 458076 10
258428 47700 10
258428 1322691 10
448698 453052 10
469427 504735 10
469427 488832 10
474938 485696 10
394628 445495 10
2042 261482 10
357690 404310 10
404310 70734 10
154056 85648 10
85648 63391 10
85648 347640 10
267524 146584 10
397572 475085 10
397572 465301 10
397572 482096 10
397572 459041 10
453052 311165 10
453052 474189 10
453052 354849 10
453052 51566 10
453052 157247 10
60920 420376 10
60920 70734 10
60920 129679 10
60920 257312 10
157247 38951 10
451384 431753 10
504735 491513 10
504735 475417 10
465703 12893 10
360965 286558 10
155296 416091 10
416091 381591 10
431753 16211 10
431753 71834 10
431753 91915 10
431753 1443854 10
751903 405364 10
1322691 1430565 10
251407 213686 10
251407 184935 10
175578 296281 10
175578 405965 10
364448 210816 10
364448 340759 10
364448 63109 10
287832 310723 10
287832 91470 10
73141 388218 10
73141 245438 10
73141 286918 10
73141 210816 10
73141 91470 10
310723 459201 10
310723 257312 10
408998 207517 10
413301 210816 10
413301 361708 10
140865 247715 10
140865 388218 10
140865 342634 10
140865 398655 10
307360 245438 10
307360 405965 10
307360 184935 10
307360 63109 10
307360 260343 10
27932 286918 10
27932 296281 10
87098 190026 10
87098 79440 10
16479 51566 10
382466 30844 10
418260 502339 10
418260 298916 10
418260 253669 10
418260 132175 10
418260 80336 10
418260 504487 10
412383 204997 10
208560 144417 10
208560 132175 10
208560 177439 10
208560 68118 10
208560 370342 10
83341 118065 10
136357 182814 10
82030 306642 10
253930 79440 10
175501 279184 10
175501 502339 10
175501 370342 10
175501 245249 10
175501 17724 10
175501 348975 10
190026 210816 10
190026 207517 10
190026 106523 10
169688 319455 10
169688 368951 10
169688 84249 10
169688 309644 10
54140 348975 10
54140 328887 10
54140 245249 10
